hour,elec_load(MW),heating_load(MW),cooling_load(MW),elec_price(HKD/MWh),gas_price(HKD/m^3)
2430,17.99134914,0,0,364.8,2.87
2431,20.82818575,0,0,864.5,2.87
2432,23.14820746,0,0,864.5,2.87
2433,25.80260994,0,0,864.5,2.87
2434,27.3773413,0,0,1390.2,2.87
2435,28.01641627,0,0,1390.2,2.87
2436,26.62988067,0,0,1390.2,2.87
2437,25.49339428,0,0,1390.2,2.87
2438,26.26527076,0,0,1390.2,2.87
2439,26.22393177,0,0,864.5,2.87
2440,26.64858656,0,0,864.5,2.87
2441,27.46554838,0,0,864.5,2.87
2442,27.12504427,0,0,1390.2,2.87
2443,27.14444776,0,0,1390.2,2.87
2444,27.26187633,0,0,1390.2,2.87
2445,26.42739712,0,0,864.5,2.87
2446,24.23924679,0,0,864.5,2.87
2447,20.96566374,0,0,364.8,2.87
2448,18.45355687,0,0,364.8,2.87
2449,16.85206705,0,0,364.8,2.87
2450,16.13173953,0,0,364.8,2.87
2451,15.64540523,0,0,364.8,2.87
2452,15.64827774,0,0,364.8,2.87
2453,15.96756644,0,0,364.8,2.87
2454,18.02032522,0,0,364.8,2.87
2455,20.86173071,0,0,864.5,2.87
2456,23.18548894,0,0,864.5,2.87
2457,25.84416648,0,0,864.5,2.87
2458,27.42143404,0,0,1390.2,2.87
2459,28.06153828,0,0,1390.2,2.87
2460,26.67276958,0,0,1390.2,2.87
2461,25.53445282,0,0,1390.2,2.87
2462,26.30757245,0,0,1390.2,2.87
2463,26.26616688,0,0,864.5,2.87
2464,26.6915056,0,0,864.5,2.87
2465,27.50978318,0,0,864.5,2.87
2466,27.16873067,0,0,1390.2,2.87
2467,27.18816541,0,0,1390.2,2.87
2468,27.30578311,0,0,1390.2,2.87
2469,26.46995992,0,0,864.5,2.87
2470,24.27828546,0,0,864.5,2.87
2471,20.99943011,0,0,364.8,2.87
2472,19.41416572,0,0,364.8,2.87
2473,17.72930957,0,0,364.8,2.87
2474,16.97148504,0,0,364.8,2.87
2475,16.45983438,0,0,364.8,2.87
2476,16.46285642,0,0,364.8,2.87
2477,16.79876585,0,0,364.8,2.87
2478,18.95838198,0,0,364.8,2.87
2479,21.94769821,0,0,864.5,2.87
2480,24.39242081,0,0,864.5,2.87
2481,27.18949709,0,0,864.5,2.87
2482,28.84887008,0,0,1390.2,2.87
2483,29.52229525,0,0,1390.2,2.87
2484,28.06123352,0,0,1390.2,2.87
2485,26.86366113,0,1.852405612,1390.2,2.87
2486,27.67702588,0,6.396594133,1390.2,2.87
2487,27.63346492,0,7.393934949,864.5,2.87
2488,28.08094485,0,2.291655612,864.5,2.87
2489,28.94181827,0,0,864.5,2.87
2490,28.58301211,0,0,1390.2,2.87
2491,28.60345854,0,0,1390.2,2.87
2492,28.72719888,0,0,1390.2,2.87
2493,27.84786651,0,0,864.5,2.87
2494,25.54210337,0,0,864.5,2.87
2495,22.09256562,0,0,364.8,2.87
2496,19.23630829,0,0,364.8,2.87
2497,17.56688748,0,0,364.8,2.87
2498,16.81600555,0,0,364.8,2.87
2499,16.30904223,0,0,364.8,2.87
2500,16.31203658,0,0,364.8,2.87
2501,16.64486867,0,0,364.8,2.87
2502,18.78470009,0,0,364.8,2.87
2503,21.74663054,0,0,864.5,2.87
2504,24.1689565,0,0,864.5,2.87
2505,26.94040815,0,0,864.5,2.87
2506,28.58457926,0,0,1390.2,2.87
2507,29.25183504,0,0,1390.2,2.87
2508,27.80415841,0,0,1390.2,2.87
2509,26.61755725,0,0,1390.2,2.87
2510,27.42347058,0,3.116113776,1390.2,2.87
2511,27.3803087,0,4.865558163,864.5,2.87
2512,27.82368917,0,0,864.5,2.87
2513,28.67667593,0,0,864.5,2.87
2514,28.32115688,0,0,1390.2,2.87
2515,28.34141599,0,0,1390.2,2.87
2516,28.46402272,0,0,1390.2,2.87
2517,27.5927461,0,0,864.5,2.87
2518,25.30810656,0,0,864.5,2.87
2519,21.89017079,0,0,364.8,2.87
2520,19.27152228,0,0,364.8,2.87
2521,17.59904542,0,0,364.8,2.87
2522,16.84678893,0,0,364.8,2.87
2523,16.33889756,0,0,364.8,2.87
2524,16.3418974,0,0,364.8,2.87
2525,16.67533877,0,0,364.8,2.87
2526,18.81908736,0,0,364.8,2.87
2527,21.78643992,0,0,864.5,2.87
2528,24.21320018,0,0,864.5,2.87
2529,26.98972526,0,0,864.5,2.87
2530,28.63690619,0,0,1390.2,2.87
2531,29.30538344,0,0,1390.2,2.87
2532,27.8550567,0,0,1390.2,2.87
2533,26.66628334,0,0,1390.2,2.87
2534,27.47367198,0,0,1390.2,2.87
2535,27.43043109,0,0,864.5,2.87
2536,27.87462321,0,0,864.5,2.87
2537,28.72917145,0,0,864.5,2.87
2538,28.37300158,0,0,1390.2,2.87
2539,28.39329778,0,0,1390.2,2.87
2540,28.51612895,0,0,1390.2,2.87
2541,27.64325738,0,0,864.5,2.87
2542,25.35443558,0,0,864.5,2.87
2543,21.93024293,0,0,364.8,2.87
2544,19.27456105,0,0,364.8,2.87
2545,17.60182047,0,0,364.8,2.87
2546,16.84944536,0,0,364.8,2.87
2547,16.34147391,0,0,364.8,2.87
2548,16.34447422,0,0,364.8,2.87
2549,16.67796817,0,0,364.8,2.87
2550,18.82205479,0,0,364.8,2.87
2551,21.78987525,0,0,864.5,2.87
2552,24.21701817,0,0,864.5,2.87
2553,26.99398105,0,0,864.5,2.87
2554,28.64142171,0,0,1390.2,2.87
2555,29.31000437,0,0,1390.2,2.87
2556,27.85944894,0,0,1390.2,2.87
2557,26.67048813,0,2.960135204,1390.2,2.87
2558,27.47800408,0,5.879931122,1390.2,2.87
2559,27.43475637,0,3.881727806,864.5,2.87
2560,27.87901853,0,0,864.5,2.87
2561,28.73370152,0,0,864.5,2.87
2562,28.37747549,0,0,1390.2,2.87
2563,28.39777489,0,0,1390.2,2.87
2564,28.52062543,0,0,1390.2,2.87
2565,27.64761622,0,0,864.5,2.87
2566,25.35843352,0,0,864.5,2.87
2567,21.93370093,0,0,364.8,2.87
2568,19.22844324,0,0,364.8,2.87
2569,17.559705,0,0,364.8,2.87
2570,16.80913008,0,0,364.8,2.87
2571,16.30237403,0,0,364.8,2.87
2572,16.30536716,0,0,364.8,2.87
2573,16.63806317,0,0,364.8,2.87
2574,18.77701968,0,0,364.8,2.87
2575,21.73773911,0,0,864.5,2.87
2576,24.15907466,0,0,864.5,2.87
2577,26.92939316,0,0,864.5,2.87
2578,28.57289203,0,0,1390.2,2.87
2579,29.23987499,0,0,1390.2,2.87
2580,27.79279027,0,0,1390.2,2.87
2581,26.60667426,0,0,1390.2,2.87
2582,27.41225809,0,0,1390.2,2.87
2583,27.36911385,0,0,864.5,2.87
2584,27.81231304,0,0,864.5,2.87
2585,28.66495105,0,0,864.5,2.87
2586,28.30957735,0,0,1390.2,2.87
2587,28.32982818,0,0,1390.2,2.87
2588,28.45238478,0,0,1390.2,2.87
2589,27.5814644,0,0,864.5,2.87
2590,25.29775897,0,0,864.5,2.87
2591,21.88122066,0,0,364.8,2.87
2592,18.53756993,0,0,364.8,2.87
2593,16.92878905,0,0,364.8,2.87
2594,16.2051821,0,0,364.8,2.87
2595,15.71663368,0,0,364.8,2.87
2596,15.71951927,0,0,364.8,2.87
2597,16.04026159,0,0,364.8,2.87
2598,18.10236591,0,0,364.8,2.87
2599,20.9567074,0,0,864.5,2.87
2600,23.29104495,0,0,864.5,2.87
2601,25.96182658,0,0,864.5,2.87
2602,27.54627493,0,0,1390.2,2.87
2603,28.18929335,0,0,1390.2,2.87
2604,26.79420204,0,0,1390.2,2.87
2605,25.65070289,0,0,1390.2,2.87
2606,26.42734229,0,0,1390.2,2.87
2607,26.38574821,0,0,864.5,2.87
2608,26.81302336,0,0,864.5,2.87
2609,27.63502629,0,0,864.5,2.87
2610,27.29242109,0,0,1390.2,2.87
2611,27.3119443,0,0,1390.2,2.87
2612,27.43009748,0,0,1390.2,2.87
2613,26.59046906,0,0,864.5,2.87
2614,24.38881661,0,0,864.5,2.87
2615,21.0950337,0,0,364.8,2.87
2616,18.60567413,0,0,364.8,2.87
2617,16.99098283,0,0,364.8,2.87
2618,16.26471746,0,0,364.8,2.87
2619,15.77437419,0,0,364.8,2.87
2620,15.77727038,0,0,364.8,2.87
2621,16.09919106,0,0,364.8,2.87
2622,18.16887124,0,0,364.8,2.87
2623,21.03369914,0,0,864.5,2.87
2624,23.37661269,0,0,864.5,2.87
2625,26.05720637,0,0,864.5,2.87
2626,27.64747574,0,0,1390.2,2.87
2627,28.29285651,0,0,1390.2,2.87
2628,26.89263984,0,0,1390.2,2.87
2629,25.74493966,0,0,1390.2,2.87
2630,26.52443231,0,0,1390.2,2.87
2631,26.48268542,0,0,864.5,2.87
2632,26.91153031,0,0,864.5,2.87
2633,27.73655316,0,0,864.5,2.87
2634,27.39268927,0,0,1390.2,2.87
2635,27.41228422,0,0,1390.2,2.87
2636,27.53087146,0,0,1390.2,2.87
2637,26.68815838,0,0,864.5,2.87
2638,24.47841739,0,0,864.5,2.87
2639,21.17253363,0,0,364.8,2.87
2640,19.27599105,0,0,364.8,2.87
2641,17.60312638,0,0,364.8,2.87
2642,16.85069545,0,0,364.8,2.87
2643,16.34268631,0,0,364.8,2.87
2644,16.34568684,0,0,364.8,2.87
2645,16.67920553,0,0,364.8,2.87
2646,18.82345122,0,0,364.8,2.87
2647,21.79149187,0,0,864.5,2.87
2648,24.21881486,0,0,864.5,2.87
2649,26.99598378,0,0,864.5,2.87
2650,28.64354666,0,0,1390.2,2.87
2651,29.31217892,0,11.36575383,1390.2,2.87
2652,27.86151588,0,17.72348138,1390.2,2.87
2653,26.67246686,0,15.71330434,1390.2,2.87
2654,27.48004272,0,1.013156378,1390.2,2.87
2655,27.43679179,0,0.315542857,864.5,2.87
2656,27.88108692,0,0.19241199,864.5,2.87
2657,28.73583332,0,0,864.5,2.87
2658,28.37958086,0,0,1390.2,2.87
2659,28.39988176,0,0,1390.2,2.87
2660,28.52274142,0,0,1390.2,2.87
2661,27.64966744,0,0,864.5,2.87
2662,25.3603149,0,0,864.5,2.87
2663,21.93532823,0,0,364.8,2.87
2664,19.37037168,0,0,364.8,2.87
2665,17.68931619,0,0,364.8,2.87
2666,16.93320115,0,0,364.8,2.87
2667,16.42270465,0,0,364.8,2.87
2668,16.42571988,0,0,364.8,2.87
2669,16.76087157,0,0,364.8,2.87
2670,18.91561608,0,0,364.8,2.87
2671,21.89818909,0,0,864.5,2.87
2672,24.33739693,0,0,864.5,2.87
2673,27.12816363,0,0,864.5,2.87
2674,28.78379344,0,0,1390.2,2.87
2675,29.45569952,0,0,1390.2,2.87
2676,27.99793362,0,0,1390.2,2.87
2677,26.80306269,0,5.200694388,1390.2,2.87
2678,27.61459267,0,8.14603852,1390.2,2.87
2679,27.57112997,0,7.716905357,864.5,2.87
2680,28.01760049,0,3.397464286,864.5,2.87
2681,28.87653197,0,0,864.5,2.87
2682,28.51853519,0,0,1390.2,2.87
2683,28.5389355,0,0,1390.2,2.87
2684,28.66239671,0,0,1390.2,2.87
2685,27.78504792,0,0,864.5,2.87
2686,25.48448606,0,0,864.5,2.87
2687,22.04272971,0,0,364.8,2.87
2688,19.6690649,0,0,364.8,2.87
2689,17.96208736,0,0,364.8,2.87
2690,17.19431294,0,0,364.8,2.87
2691,16.67594453,0,0,364.8,2.87
2692,16.67900625,0,0,364.8,2.87
2693,17.01932602,0,0,364.8,2.87
2694,19.20729693,0,0,364.8,2.87
2695,22.23586153,0,0,864.5,2.87
2696,24.71268222,0,0,864.5,2.87
2697,27.54648285,0,0,864.5,2.87
2698,29.22764265,0,0,1390.2,2.87
2699,29.90990959,0,0,1390.2,2.87
2700,28.42966478,0,0,1390.2,2.87
2701,27.21636881,0,8.676147959,1390.2,2.87
2702,28.04041267,0,18.40111735,1390.2,2.87
2703,27.99627977,0,23.47759235,864.5,2.87
2704,28.44963491,0,21.19816658,864.5,2.87
2705,29.32181121,0,6.068117092,864.5,2.87
2706,28.95829409,0,0,1390.2,2.87
2707,28.97900896,0,0,1390.2,2.87
2708,29.10437396,0,0,1390.2,2.87
2709,28.21349635,0,0,864.5,2.87
2710,25.87745959,0,0,864.5,2.87
2711,22.38263098,0,0,364.8,2.87
2712,19.49567626,0,0,364.8,2.87
2713,17.80374623,0,0,364.8,2.87
2714,17.04273997,0,0,364.8,2.87
2715,16.52894113,0,0,364.8,2.87
2716,16.53197586,0,0,364.8,2.87
2717,16.86929561,0,0,364.8,2.87
2718,19.0379789,0,0,364.8,2.87
2719,22.03984581,0,0,864.5,2.87
2720,24.49483259,0,0,864.5,2.87
2721,27.30365242,0,0,864.5,2.87
2722,28.9699923,0,0,1390.2,2.87
2723,29.64624486,0,0,1390.2,2.87
2724,28.17904885,0,4.454801786,1390.2,2.87
2725,26.97644844,0,9.752886735,1390.2,2.87
2726,27.79322811,0,11.84348622,1390.2,2.87
2727,27.74948426,0,10.95365281,864.5,2.87
2728,28.19884294,0,6.202709439,864.5,2.87
2729,29.06333074,0,0,864.5,2.87
2730,28.70301813,0,0,1390.2,2.87
2731,28.7235504,0,0,1390.2,2.87
2732,28.84781027,0,0,1390.2,2.87
2733,27.96478601,0,0,864.5,2.87
2734,25.6493421,0,0,864.5,2.87
2735,22.18532144,0,0,364.8,2.87
2736,19.60113945,0,0,364.8,2.87
2737,17.90005681,0,0,364.8,2.87
2738,17.13493384,0,0,364.8,2.87
2739,16.61835557,0,0,364.8,2.87
2740,16.62140671,0,0,364.8,2.87
2741,16.96055122,0,0,364.8,2.87
2742,19.14096616,0,0,364.8,2.87
2743,22.15907186,0,0,864.5,2.87
2744,24.62733907,0,0,864.5,2.87
2745,27.4513534,0,0,864.5,2.87
2746,29.12670746,0,13.11071607,1390.2,2.87
2747,29.80661825,0,29.58092628,1390.2,2.87
2748,28.33148534,0,38.31771122,1390.2,2.87
2749,27.12237939,0,42.99802883,1390.2,2.87
2750,27.94357748,0,44.48193827,1390.2,2.87
2751,27.89959699,0,42.84230638,864.5,2.87
2752,28.35138651,0,38.03828163,864.5,2.87
2753,29.22055082,0,21.69626071,864.5,2.87
2754,28.85828907,0,0,1390.2,2.87
2755,28.87893241,0,0,1390.2,2.87
2756,29.00386447,0,0,1390.2,2.87
2757,28.11606344,0,0,864.5,2.87
2758,25.78809398,0,0,864.5,2.87
2759,22.30533446,0,0,364.8,2.87
2760,18.24942302,0,0,364.8,2.87
2761,16.66564894,0,0,364.8,2.87
2762,15.9532897,0,0,364.8,2.87
2763,15.47233524,0,0,364.8,2.87
2764,15.47517598,0,0,364.8,2.87
2765,15.7909327,0,0,364.8,2.87
2766,17.82098379,0,0,364.8,2.87
2767,20.63095757,0,0,864.5,2.87
2768,22.92901031,0,0,864.5,2.87
2769,25.55827747,0,0,864.5,2.87
2770,27.11809725,0,17.53644796,1390.2,2.87
2771,27.75112063,0,30.02152092,1390.2,2.87
2772,26.37771453,0,37.67458776,1390.2,2.87
2773,25.25198987,0,42.97677066,1390.2,2.87
2774,26.01655722,0,44.44486454,1390.2,2.87
2775,25.97560968,0,43.33924796,864.5,2.87
2776,26.39624329,0,39.30352653,864.5,2.87
2777,27.20546906,0,25.66987245,864.5,2.87
2778,26.86818929,0,1.241169388,1390.2,2.87
2779,26.88740904,0,0,1390.2,2.87
2780,27.00372565,0,0,1390.2,2.87
2781,26.17714836,0,0,864.5,2.87
2782,24.00971827,0,0,864.5,2.87
2783,20.76713373,0,0,364.8,2.87
2784,18.2912508,0,0,364.8,2.87
2785,16.7038467,0,0,364.8,2.87
2786,15.98985472,0,0,364.8,2.87
2787,15.50779792,0,0,364.8,2.87
2788,15.51064517,0,0,364.8,2.87
2789,15.8271256,0,0,364.8,2.87
2790,17.86182958,0,0,364.8,2.87
2791,20.67824383,0,0,864.5,2.87
2792,22.98156373,0,0,864.5,2.87
2793,25.61685718,0,0,864.5,2.87
2794,27.18025207,0,0,1390.2,2.87
2795,27.81472635,0,4.01811301,1390.2,2.87
2796,26.43817239,0,11.77177194,1390.2,2.87
2797,25.30986757,0,18.84510561,1390.2,2.87
2798,26.07618731,0,17.80947449,1390.2,2.87
2799,26.03514592,0,5.563171684,864.5,2.87
2800,26.45674362,0,4.586128571,864.5,2.87
2801,27.26782414,0,0.85135102,864.5,2.87
2802,26.92977132,0,0,1390.2,2.87
2803,26.94903513,0,0,1390.2,2.87
2804,27.06561833,0,0,1390.2,2.87
2805,26.23714652,0,0,864.5,2.87
2806,24.06474867,0,0,864.5,2.87
2807,20.81473211,0,0,364.8,2.87
2808,19.33319143,0,0,364.8,2.87
2809,17.65536263,0,0,364.8,2.87
2810,16.9006989,0,0,364.8,2.87
2811,16.39118227,0,0,364.8,2.87
2812,16.39419171,0,0,364.8,2.87
2813,16.7287001,0,0,364.8,2.87
2814,18.87930871,0,0,364.8,2.87
2815,21.85615685,0,0,864.5,2.87
2816,24.29068278,0,0,864.5,2.87
2817,27.07609278,0,0,864.5,2.87
2818,28.72854471,0,0,1390.2,2.87
2819,29.3991611,0,0,1390.2,2.87
2820,27.9441933,0,0,1390.2,2.87
2821,26.75161585,0,0,1390.2,2.87
2822,27.56158814,0,0,1390.2,2.87
2823,27.51820887,0,0,864.5,2.87
2824,27.96382242,0,0,864.5,2.87
2825,28.82110523,0,0,864.5,2.87
2826,28.46379561,0,0,1390.2,2.87
2827,28.48415675,0,0,1390.2,2.87
2828,28.60738099,0,0,1390.2,2.87
2829,27.73171621,0,0,864.5,2.87
2830,25.43557015,0,0,864.5,2.87
2831,22.00042003,0,0,364.8,2.87
2832,19.32550513,0,0,364.8,2.87
2833,17.64834338,0,0,364.8,2.87
2834,16.89397969,0,0,364.8,2.87
2835,16.38466563,0,0,364.8,2.87
2836,16.38767387,0,0,364.8,2.87
2837,16.72204927,0,0,364.8,2.87
2838,18.87180286,0,0,364.8,2.87
2839,21.84746749,0,0,864.5,2.87
2840,24.28102553,0,0,864.5,2.87
2841,27.06532813,0,0,864.5,2.87
2842,28.7171231,0,0,1390.2,2.87
2843,29.38747287,0,5.053359949,1390.2,2.87
2844,27.93308352,0,13.67015153,1390.2,2.87
2845,26.7409802,0,19.53996582,1390.2,2.87
2846,27.55063048,0,21.12273852,1390.2,2.87
2847,27.50726845,0,20.43005536,864.5,2.87
2848,27.95270483,0,16.5260449,864.5,2.87
2849,28.80964681,0,7.802322194,864.5,2.87
2850,28.45247925,0,0,1390.2,2.87
2851,28.4728323,0,0,1390.2,2.87
2852,28.59600755,0,0,1390.2,2.87
2853,27.72069091,0,0,864.5,2.87
2854,25.42545773,0,0,864.5,2.87
2855,21.99167332,0,0,364.8,2.87
2856,19.31621007,0,0,364.8,2.87
2857,17.63985499,0,0,364.8,2.87
2858,16.88585413,0,0,364.8,2.87
2859,16.37678503,0,0,364.8,2.87
2860,16.37979183,0,0,364.8,2.87
2861,16.7140064,0,0,364.8,2.87
2862,18.86272602,0,0,364.8,2.87
2863,21.83695943,0,0,864.5,2.87
2864,24.26934699,0,0,864.5,2.87
2865,27.05231042,0,0,864.5,2.87
2866,28.70331091,0,10.49250434,1390.2,2.87
2867,29.37333827,0,18.78081888,1390.2,2.87
2868,27.91964844,0,25.63644847,1390.2,2.87
2869,26.72811849,0,30.39750867,1390.2,2.87
2870,27.53737934,0,32.27962449,1390.2,2.87
2871,27.49403818,0,30.64409056,864.5,2.87
2872,27.93926032,0,24.87416403,864.5,2.87
2873,28.79579013,0,14.55223724,864.5,2.87
2874,28.43879435,0,0,1390.2,2.87
2875,28.45913761,0,0,1390.2,2.87
2876,28.58225362,0,0,1390.2,2.87
2877,27.70735798,0,0,864.5,2.87
2878,25.41322875,0,0,864.5,2.87
2879,21.9810959,0,0,364.8,2.87
2880,16.6706926,0,0,364.8,2.87
2881,15.22392845,0,0,364.8,2.87
2882,14.57319435,0,0,364.8,2.87
2883,14.13384655,0,0,364.8,2.87
2884,14.13644154,0,0,364.8,2.87
2885,14.42488261,0,0,364.8,2.87
2886,16.27931701,0,0,364.8,2.87
2887,18.84620413,0,0,864.5,2.87
2888,20.94545575,0,0,864.5,2.87
2889,23.34726892,0,0,864.5,2.87
2890,24.77215101,0,12.01624082,1390.2,2.87
2891,25.35041248,0,18.87891378,1390.2,2.87
2892,24.0958177,0,23.45921556,1390.2,2.87
2893,23.06747781,0,15.18044158,1390.2,2.87
2894,23.76590358,0,0,1390.2,2.87
2895,23.72849835,0,0,864.5,2.87
2896,24.11274357,0,0,864.5,2.87
2897,24.85196442,0,0,864.5,2.87
2898,24.54386222,0,0,1390.2,2.87
2899,24.5614193,0,0,1390.2,2.87
2900,24.66767353,0,0,1390.2,2.87
2901,23.91260221,0,0,864.5,2.87
2902,21.93267327,0,0,864.5,2.87
2903,18.9705999,0,0,364.8,2.87
2904,16.6787364,0,0,364.8,2.87
2905,15.23127417,0,0,364.8,2.87
2906,14.58022608,0,0,364.8,2.87
2907,14.14066629,0,0,364.8,2.87
2908,14.14326253,0,0,364.8,2.87
2909,14.43184279,0,0,364.8,2.87
2910,16.28717197,0,0,364.8,2.87
2911,18.85529764,0,0,864.5,2.87
2912,20.95556218,0,0,864.5,2.87
2913,23.35853425,0,0,864.5,2.87
2914,24.78410386,0,0,1390.2,2.87
2915,25.36264435,0,0,1390.2,2.87
2916,24.10744421,0,0,1390.2,2.87
2917,23.07860813,0,0,1390.2,2.87
2918,23.7773709,0,0,1390.2,2.87
2919,23.73994762,0,0,864.5,2.87
2920,24.12437825,0,0,864.5,2.87
2921,24.86395578,0,0,864.5,2.87
2922,24.55570492,0,0,1390.2,2.87
2923,24.57327047,0,0,1390.2,2.87
2924,24.67957597,0,0,1390.2,2.87
2925,23.92414032,0,0,864.5,2.87
2926,21.94325604,0,0,864.5,2.87
2927,18.97975343,0,0,364.8,2.87
2928,17.89156316,0,0,364.8,2.87
2929,16.3388459,0,0,364.8,2.87
2930,15.64045558,0,0,364.8,2.87
2931,15.16893235,0,0,364.8,2.87
2932,15.17171738,0,0,364.8,2.87
2933,15.48128231,0,0,364.8,2.87
2934,17.47152536,0,0,364.8,2.87
2935,20.22639729,0,0,864.5,2.87
2936,22.47938664,0,0,864.5,2.87
2937,25.05709551,0,0,864.5,2.87
2938,26.58632818,0,0,1390.2,2.87
2939,27.20693837,0,0,1390.2,2.87
2940,25.86046391,0,0,1390.2,2.87
2941,24.75681401,0,0,1390.2,2.87
2942,25.50638868,0,0,1390.2,2.87
2943,25.46624409,0,0,864.5,2.87
2944,25.87862934,0,0,864.5,2.87
2945,26.67198669,0,0,864.5,2.87
2946,26.34132076,0,0,1390.2,2.87
2947,26.36016363,0,0,1390.2,2.87
2948,26.47419934,0,0,1390.2,2.87
2949,25.66383072,0,0,864.5,2.87
2950,23.53890259,0,0,864.5,2.87
2951,20.35990312,0,0,364.8,2.87
2952,18.64553564,0,0,364.8,2.87
2953,17.02738497,0,0,364.8,2.87
2954,16.29956362,0,0,364.8,2.87
2955,15.80816982,0,0,364.8,2.87
2956,15.81107221,0,0,364.8,2.87
2957,16.13368259,0,0,364.8,2.87
2958,18.20779693,0,0,364.8,2.87
2959,21.07876255,0,0,864.5,2.87
2960,23.42669565,0,0,864.5,2.87
2961,26.11303233,0,0,864.5,2.87
2962,27.70670875,0,0,1390.2,2.87
2963,28.35347222,0,0,1390.2,2.87
2964,26.95025567,0,0,1390.2,2.87
2965,25.80009661,0,0,1390.2,2.87
2966,26.58125927,0,0,1390.2,2.87
2967,26.53942294,0,0,864.5,2.87
2968,26.96918661,0,0,864.5,2.87
2969,27.79597702,0,0,864.5,2.87
2970,27.45137642,0,0,1390.2,2.87
2971,27.47101335,0,0,1390.2,2.87
2972,27.58985466,0,0,1390.2,2.87
2973,26.74533612,0,0,864.5,2.87
2974,24.5308609,0,0,864.5,2.87
2975,21.21789448,0,0,364.8,2.87
2976,19.00053549,0,0,364.8,2.87
2977,17.35157619,0,0,364.8,2.87
2978,16.60989756,0,0,364.8,2.87
2979,16.10914791,0,0,364.8,2.87
2980,16.11210557,0,0,364.8,2.87
2981,16.44085825,0,0,364.8,2.87
2982,18.55446249,0,0,364.8,2.87
2983,21.48008958,0,0,864.5,2.87
2984,23.87272592,0,0,864.5,2.87
2985,26.61020885,0,0,864.5,2.87
2986,28.23422792,0,0,1390.2,2.87
2987,28.89330537,0,0,1390.2,2.87
2988,27.46337242,0,3.635850255,1390.2,2.87
2989,26.29131501,0,9.502334949,1390.2,2.87
2990,27.08735055,0,14.27184719,1390.2,2.87
2991,27.04471768,0,14.98348342,864.5,2.87
2992,27.48266379,0,12.91804796,864.5,2.87
2993,28.32519579,0,4.497638265,864.5,2.87
2994,27.97403421,0,0,1390.2,2.87
2995,27.99404501,0,0,1390.2,2.87
2996,28.11514899,0,0,1390.2,2.87
2997,27.25455132,0,0,864.5,2.87
2998,24.99791382,0,0,864.5,2.87
2999,21.6218705,0,0,364.8,2.87
3000,19.29404492,0,0,364.8,2.87
3001,17.61961345,0,0,364.8,2.87
3002,16.86647779,0,0,364.8,2.87
3003,16.35799284,0,0,364.8,2.87
3004,16.36099619,0,0,364.8,2.87
3005,16.69482725,0,0,364.8,2.87
3006,18.84108124,0,0,364.8,2.87
3007,21.81190176,0,0,864.5,2.87
3008,24.24149818,0,0,864.5,2.87
3009,27.02126818,0,0,864.5,2.87
3010,28.67037417,0,0,1390.2,2.87
3011,29.33963267,0,0,1390.2,2.87
3012,27.88761094,0,0,1390.2,2.87
3013,26.69744826,0,0,1390.2,2.87
3014,27.50578049,0,0,1390.2,2.87
3015,27.46248906,0,0,864.5,2.87
3016,27.90720031,0,0,864.5,2.87
3017,28.76274727,0,0,864.5,2.87
3018,28.40616114,0,0,1390.2,2.87
3019,28.42648106,0,0,1390.2,2.87
3020,28.54945578,0,0,1390.2,2.87
3021,27.67556408,0,0,864.5,2.87
3022,25.38406734,0,0,864.5,2.87
3023,21.95587283,0,0,364.8,2.87
3024,19.37734297,0,0,364.8,2.87
3025,17.69568248,0,0,364.8,2.87
3026,16.93929532,0,0,364.8,2.87
3027,16.4286151,0,0,364.8,2.87
3028,16.43163141,0,0,364.8,2.87
3029,16.76690372,0,0,364.8,2.87
3030,18.92242372,0,0,364.8,2.87
3031,21.90607013,0,0,864.5,2.87
3032,24.34615583,0,0,864.5,2.87
3033,27.13792692,0,0,864.5,2.87
3034,28.79415258,0,0,1390.2,2.87
3035,29.46630047,0,0,1390.2,2.87
3036,28.00800993,0,0,1390.2,2.87
3037,26.81270897,0,4.370793622,1390.2,2.87
3038,27.62453101,0,5.129364286,1390.2,2.87
3039,27.58105268,0,5.239945153,864.5,2.87
3040,28.02768388,0,0,864.5,2.87
3041,28.88692448,0,0,864.5,2.87
3042,28.52879887,0,0,1390.2,2.87
3043,28.54920651,0,0,1390.2,2.87
3044,28.67271216,0,0,1390.2,2.87
3045,27.79504761,0,0,864.5,2.87
3046,25.4936578,0,0,864.5,2.87
3047,22.05066277,0,0,364.8,2.87
3048,19.5101551,0,0,364.8,2.87
3049,17.81696853,0,0,364.8,2.87
3050,17.05539709,0,0,364.8,2.87
3051,16.54121667,0,0,364.8,2.87
3052,16.54425365,0,0,364.8,2.87
3053,16.88182392,0,0,364.8,2.87
3054,19.05211783,0,0,364.8,2.87
3055,22.05621413,0,0,864.5,2.87
3056,24.51302416,0,0,864.5,2.87
3057,27.32393002,0,0,864.5,2.87
3058,28.99150743,0,0,1390.2,2.87
3059,29.66826222,0,0,1390.2,2.87
3060,28.19997657,0,0,1390.2,2.87
3061,26.99648303,0,0,1390.2,2.87
3062,27.81386929,0,0,1390.2,2.87
3063,27.77009295,0,0,864.5,2.87
3064,28.21978536,0,0,864.5,2.87
3065,29.08491519,0,0,864.5,2.87
3066,28.72433499,0,0,1390.2,2.87
3067,28.7448825,0,0,1390.2,2.87
